标题,内容
咨询股骨骨折康复,"你好,固定后,只是轻微的移位,不要紧的,不需要再次复正.因为病人年纪大,建议用药物治疗会更好.可以选用中医治疗,中医博大精深,接骨药的很多,在这里建议你选用外敷接骨药,对身体无副作用.选用纯野生山林接骨草药外敷快速接骨,股骨骨折相对其它部位要延长用药时间,用药七天断面面可以愈合,痛明显减轻80%以上,第十天可以下地学站立和适量的柱拐行走,再用药保养20天左右骨头牢固后,就可以恢复正常的行走,活动和负重.这时拍片可以看到骨痂生成,但我个人不建议病人过多的拍片,因为用药后,痛肿消除,能正常的行走活动和负重,这就是最好的现象.平时多卧床休息.骨头没有愈合前,不建议过早的下地行走负重,以免加重骨折损伤,也影响骨头的愈合.忌吃鸡肉,鲤鱼,酸笋.药物忌吃激素药.如果两断骨面的间距过大,骨折早期,没有用药前,不建议过多的食用高钙高蛋白食物,这样会容易造成骨不连.还要注意病人大便正常,有便秘的情况,可以吃些中药清热,大便偏软为好. "
小腿胫骨干,"复位对位良好这只是说明骨折位置好.你现在情况是需要看骨折愈合的如何.5个月走路还有点跛下楼时还有吃力,这说明骨折还没有完全愈合,建议你服用专业的活血化瘀,接骨续筋药物八仙接骨宝治疗,7天症状明显减轻,20天就可以治愈,以X光片为依据.骨折愈合不愈合,要以X光片依据.任何医生和患者都可以看到效果.没有依据的说法是不可靠的.加强营养多吃含高蛋白食物如排骨,鸡肉,牛肉,鸡蛋,牛奶. "
舟状骨陈旧性骨折怎么办？,你好，早期误疹，耽误治疗．现在依然没有愈合．治疗很困难．关键是保养，护腕保护．避免着凉，剧烈活动． 
"我儿在3月26日右小腿胫骨骨折,三个月做X光检查",你好，已经半年了．复查Ｘ片，骨折愈合情况如何？可以大胆锻炼了．注意姿势．不要养成坏习惯［怕负重，结果跛行］ 
膝盖钝痛，不能走远路，不能用力？,"这是滑膜炎,服滑膜炎冲剂 "
深山居士医师，请帮忙回答我的问题,"你好,你问到的""得宝松""是一种含有激素的复方药物.封闭针有的可以消炎,有的可以止痛,有的可以又消炎又止痛.""得宝松""是一种强效消炎药,而""利多卡因""是打封闭针常用的麻醉止痛药,用西药治疗关节炎症,只能缓解目前的症状,最好是选用小针刀治疗或中药治疗才是上策. "
（1）右膝盖处上下楼梯时常常疼痛,"你好,骨膜损伤用药是可以治愈的,建议中医治疗,中医疗法有内服中药的,有外敷中药和草药,可因地,因医师不同,所用的药方也就不同,在这里建议你选用野生草药外敷治疗就可,这样可把因用药时对身体的影响降到最低,首先用清热解毒的野生中草药外敷消炎,再用恢复骨膜的野生中草药外敷修复就可以痊愈了,以后就不容易再复发,用药有七天可以见效,疼痛慢慢消除,再用药20到30天左右就可以痊愈.治愈后在一到两个月内膝关节不宜过度劳累.现在双腿抽筋，建议试吃猪小肠：一天两次，一次三两，连吃七天，情况好转再说后面的。忌吃：姜、牛肉、鸡肉、鲤鱼、酸笋和燥热食物，宜吃新鲜食物。忌服含激素的西药。平时多休息，不要过多弯曲活动关节。 "
脚外踝骨骨折后有什么影响,根据你的情况陈述这种现象也是正常的，是一种骨折之后的后遗症，平时还是要积极的注意休息，加强保暖，避免受凉，口服消炎镇痛药物，洛索洛芬钠，可以热敷烫洗，逐渐的增加运动量，避免过度。
"右足后跟走路疼痛,是和病因,如何治疗.","可能是骨刺，吃骨仙片和壮骨关节丸试试看。但愿我的回答对你有所帮助,在此祝你早日恢复健康。如还有疑问，请随时和我们联系！ "
"我今年24岁上个星期偶然发现自己的踝关节肿,但是不是很严重",你的情况建议先做血液检查检查看有没有风湿 
脚腕不明疼痛,"你好,那是旧伤复发引起,要知道软组织(软骨,韧带)不用药修复,是很难自行愈合的,因为筋和韧带一旦断裂拉伤,就会往两头痿缩,永远不会自行愈合,只有用药外敷治疗,这些症状才会消除.建议中医治疗,中医治疗的方法有很多,有内服,有外敷,在这里建议患者选用外敷治疗,用野生草药外敷修复软组织,一般10到15天就可修复见效,疼痛明显减轻,软骨治疗需要30到40天,韧带治疗需要30天左右就可痊愈.在没有治疗前,多休息,少活动,不要过多过度活动到患处,以免加重软骨和韧带的损伤,忌吃牛肉,鸡肉,姜. "
我的脚不端端的肿起来了．会是什么缘因引起呢,一、肾病、肾炎二、过敏三、曾经外伤四、服过某些药物等等无论是何种情况，都请及时就医，先看内科排除肾的问题。 
膝关节内打激素针治疗膝关节疼痛积液有何好处与坏处？,你好，少量是可以的．多了容易引起骨质疏松． 
"我前几天脚扭伤了,刚开始以为没有什么事?现在脚里面","你好,扭伤后现在出现发热,疼痛,那是因为软组织(软骨,韧带)有损伤,所以就会出现这样的现象,只要用药把软组织修复,这些症状就会消除.建议中医治疗,中中国医学博大精深,有可因地不同,因医者不同,所以用的药也就各有不同,有内服的,有外敷的,在这里建议病患者只需外敷用药就可,这样可把用药对身体的影响,降到最低,用的是修复软组织的野生山林草药,早期损伤,一般7到10天左右就可修复,疼痛明显减轻80%左右,再用药保养20到30天左右就可痊愈.如果损伤时间过长,那治疗的时间就相对长一些.在没有治疗前,多休息,少活动,更不能锻炼弯曲受损的关节,以免加重软组织的损伤.忌吃牛肉,鸡肉,姜和燥热食物.宜吃新鲜蔬菜水果. "
产后膝盖痛和足跟痛,你好，着凉，缺钙有关．注意保养就是． 
总是感觉关节窝脱出来。,你好，建议关节核磁共振检查．发作时医生检查最准确． 
马蹄足内翻的治疗,你好，太原医科大学二院水平最高．治愈困难．可以改变外观． 
"请问,谁有软组织挫伤的中药方啊,我脚扭了","在24小时内冷敷,不要运动,可以用云南白药气雾剂外用,如果还有肿胀发展的话应该去医院拍片.后进一步处理 "
足跟疼痛,
"我家小孩不小心被铁门刮到了,右脚小姆指右侧指甲全部脱开了",
"我的膝关节有些肿,关节无法伸直.","你好,不知你之前有没有过外伤史,拍片检查骨头有没有问题,如果骨头没有问题,又是外伤引起,那就是软组织(软骨,韧带)有损伤,因为软骨有磨损,活动就会出现痛,而韧带一旦断裂拉伤,是会往两头痿缩,不会停留在原来的地方自已长出来,所以就会出现弯曲受限,早期活动局部有肿,只要用药修复软组织,肿痛,弯曲现象就会得到恢复.建议中医治疗,中医治疗有可因地,因医者不同,所用的药也就自然不同,有内服中药的,有外敷中药或草药的,在这里建议骨科患者选用草药外敷治疗为最佳,这样可把用药对身体的影响降到最低,用野生中草药外敷修复软组织,一般七天就可见效,疼痛明显减轻80%左右,软骨治疗需30天左右,韧带治疗需20天左右就可痊愈,关节弯曲自然恢复正常.在没有治疗前,少活动,更能刻意弯曲膝关节，以免加重软组织的损伤,忌吃姜,鸡肉,牛肉。 "
脚趾骨大怎么办?,
大脚骨手术后的问题,诊断：外伤周围神经损伤治疗：神经再生之药兴奋激活麻痹休克的神经可获其麻木恢复。 
"脚扭伤后发生炎症怎么办,要怎么治疗",
韧带撕裂的治疗方法,"你好,如果拍片骨头没有问题,那你这个情况就是属于软组织(软骨,韧带)有损伤,软骨有磨损,就会有痛,过多的活动,疼痛就会越明显,而韧带损伤,则表现为弯曲有受限,活动后会有肿,软组织损伤不用药治疗是很难自行修复,因为韧带断裂就会往里缩,所以就会反复的出现痛感,饮食不当也会导致脚踝疼痛,虽然你服用了治痛药,但是它只能暂时的治痛,并不能把断裂的韧带接上,软骨更不能修复,只有对症用药,疼痛的现象才会消除.建议中医治疗,中国医学博大精深,有可因地,因医者不同,所用的药也就自然不同,有内服中药的,有外敷中药或草药的,在这里建议骨科患者选用草药外敷治疗为最佳,这样可把用药对身体的影响降到最低,用野生中草药外敷修复软组织,一般10天就可见效,疼痛明显减轻80%左右,软骨治疗需30天左右,韧带治疗需20到30天左右就可痊愈.在没有治疗前,多休息,少活动,更能刻意弯曲膝关节，以免加重软组织的损伤,忌吃姜,鸡肉,牛肉。 "
膝关节内腔长了两个骨刺，请问专家怎么治疗？？？谢谢,您好：最好是手术治疗，针灸效果不大因为是在里面的。 
"足踝受伤后2月,关节内外翻受限,如何康复?",现在的情况建议继续矫正 
右踝及跖骨骨折,石膏固定基本是6周时间，6周后可以持拐行走，但还无法持重，须锻炼踝关节的功能。基本痊愈大约是3个月的时间，骨折会不会造成韧带的损伤，要根据检查的结果才能判断。 
骨骼发育不好有什么补救方法？,你好，补钙，体育锻炼． 
右足第一跖骨近端骨折多久可以下地？,您好，根据您的描述，第一跖骨基底部骨折一般需要两个半月到三个月才能下地走路。建议您继续卧床休息，适当功能锻炼，定期复查，过早下地容易骨折移位。
脚筋断做连接修复手术出院后下地比较早导致血往下流.,你好，抬高患肢．烤电，热敷．口服三七总甙片治疗． 
请问云南白药喷剂可治疗5个月的脚腕扭伤吗,你好，早期有用，现在只有理疗，烤电，按摩．足疗效果好． 
小腿腓骨骨折和脚踝关节脱臼,现在可以去掉石膏在床上做关节活动和下肢肌肉收缩运动，手术后6周可扶拐下地患肢不负重活动，8周开始逐渐负重，12周可弃拐活动。下地后患足会肿胀加重，因此每日下地次数多点，持续时间短点，如患足肿胀较重，平卧抬高患肢即可。下地脚肿的现象可能会持续1年左右，但会越来越轻。 
"我的一个阿姨脚底麻木已经2年咯,去咯很多地方也没有诊断出是什么","如果发生在左腿(在右腿的话,必定有过严重的扭挫伤),就可以肯定是腰椎的退行性病变造成的.不一定是腰突症.检查腰椎是必要的,但绝对不要去做牵引,会把好的脊椎也拉坏的.这是典型的腰腿病,发病的原因除腰椎的病变,还有你阿姨长期在阴冷湿的环境工作和生活,或者有产后风,月子里过早接触冷水或经冷风.治疗的原则有二：1,使变异的脊椎改善或恢复正常.2,消除或减轻因腰椎的变异造成的神经阻滞. "
昨脚脚踝处习惯性扭伤该怎么办,"你的情况是软组织损伤和肌肉拉伤,没有注意休息反尔一直活动造成软组织损伤和肌肉拉伤难以恢复及血气不和引起的.需要用石膏固定一段时间配合中药专业的活血化瘀药物八仙愈合散治疗,7天症状明显减轻,20/30天就可以治愈.平时抬高患肢,注意休息.不要下床负重活动. "
"请根据我的化验单,谈谈您的见解",你好，化验正常．一般的关节炎，避免着凉，自我按摩，发作时口服芬必得．外用膏药即可． 
"""右侧臂丛神经损伤""和""右第2掌骨基底部骨折""。应",你好．半年了．有恢复吗？现在有何正症状？如果进展不大．可考虑手术治疗．骨折应该愈合了．不需要处理． 
"请问:""右侧臂丛神经损伤""和""右第2掌骨基底部骨折",你好．已经大半年了．如果没有明显恢复．可以手术治疗［健侧Ｃ７神经根移植手术［北京积水潭手外科或上海华山医院手外科］． 
左外踝骨折,"你好,不好说,最好到医院检查治疗,如任其这么发展下去,可是不好. "
